,filename,objectID,name,xmin,ymin,xmax,ymax
1145,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000448.jpg,object_01,D40,312,294,329,317
1146,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000448.jpg,object_02,Repair,1,92,321,455
1147,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000448.jpg,object_03,D20,292,152,409,216
1148,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000448.jpg,object_04,D00,194,456,218,512
1149,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000449.jpg,object_00,D00,208,21,263,509
1150,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000450.jpg,object_00,D10,107,274,512,325
1151,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000450.jpg,object_01,D10,1,348,258,401
1152,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000451.jpg,object_00,D10,281,303,512,343
1153,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000451.jpg,object_01,D10,1,390,348,459
1154,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000452.jpg,object_00,D10,29,292,512,339
1155,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000452.jpg,object_01,D10,14,14,352,41
1156,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000453.jpg,object_00,D40,185,262,248,351
1157,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000453.jpg,object_01,D40,157,292,174,326
1158,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000454.jpg,object_00,D10,1,234,510,301
1159,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000454.jpg,object_01,D00,117,366,226,438
1160,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000455.jpg,object_00,D10,259,462,512,510
1161,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000456.jpg,object_00,D00,200,1,228,512
1162,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000457.jpg,object_00,D00,1,15,122,428
1163,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000457.jpg,object_01,D10,1,475,159,512
1164,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000457.jpg,object_02,D20,178,54,432,258
1165,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000457.jpg,object_03,D20,168,258,445,511
1166,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000458.jpg,object_00,D10,1,266,512,362
1167,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000459.jpg,object_00,D20,188,320,512,400
1168,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000459.jpg,object_01,D10,1,320,188,361
1169,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000459.jpg,object_02,D10,141,62,496,92
1170,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000460.jpg,object_00,D00,210,1,242,512
1171,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000461.jpg,object_00,D10,1,209,512,268
1172,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000461.jpg,object_01,D10,378,150,512,201
1173,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000462.jpg,object_00,D10,1,279,512,363
1174,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000463.jpg,object_00,D10,144,324,512,389
1175,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000464.jpg,object_00,D00,401,127,512,382
1176,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000464.jpg,object_01,D10,356,253,512,294
1177,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000464.jpg,object_02,D10,187,227,353,246
1178,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000465.jpg,object_00,D00,249,1,280,166
1179,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000465.jpg,object_01,D00,361,137,419,227
1180,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000465.jpg,object_02,D00,225,180,238,313
1181,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000465.jpg,object_03,D00,148,63,168,170
1182,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000466.jpg,object_00,D10,350,300,512,321
1183,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000466.jpg,object_01,D10,74,348,337,408
1184,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000466.jpg,object_02,D10,129,79,279,114
1185,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000467.jpg,object_00,D10,1,226,512,360
1186,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000468.jpg,object_00,D00,183,124,220,512
1187,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000469.jpg,object_00,D10,211,317,419,343
1188,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000469.jpg,object_01,D00,421,320,447,391
1189,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000469.jpg,object_02,D10,401,271,512,289
1190,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000469.jpg,object_03,Repair,455,85,512,158
1191,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000469.jpg,object_04,D10,352,119,493,137
1192,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000469.jpg,object_05,D00,276,77,350,121
1193,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000469.jpg,object_06,D00,260,39,274,78
1194,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000470.jpg,object_00,D10,203,28,325,47
1195,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000470.jpg,object_01,D00,35,1,193,512
1196,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000470.jpg,object_02,D10,167,433,512,511
1197,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000470.jpg,object_03,D00,330,39,486,430
1198,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000471.jpg,object_00,D00,166,2,254,288
1199,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000471.jpg,object_01,D10,255,283,512,320
1200,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000471.jpg,object_02,D00,184,322,260,437
1201,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000471.jpg,object_03,D10,3,322,120,343
1202,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000471.jpg,object_04,D00,120,329,187,477
1203,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000471.jpg,object_05,D00,153,457,170,512
1204,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000472.jpg,object_00,D10,1,356,512,454
1205,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000473.jpg,object_00,D40,125,93,142,105
1206,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000473.jpg,object_01,Repair,1,129,510,350
1207,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000474.jpg,object_00,D00,187,1,323,291
1208,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000474.jpg,object_01,D10,1,36,184,69
1209,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000475.jpg,object_00,D00,207,88,268,511
1210,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000475.jpg,object_01,D00,301,70,318,109
1211,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000475.jpg,object_02,D00,325,37,360,94
1212,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000475.jpg,object_03,D00,394,160,500,350
1213,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000476.jpg,object_00,D10,3,227,512,370
1214,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000476.jpg,object_01,D00,317,345,377,512
1215,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000477.jpg,object_00,D00,193,1,229,507
1216,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000478.jpg,object_00,D10,1,330,448,367
1217,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000479.jpg,object_00,D10,70,256,465,315
1218,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000480.jpg,object_00,D00,219,35,241,205
1219,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000480.jpg,object_01,D20,146,214,309,313
1220,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000480.jpg,object_02,D20,160,385,292,456
1221,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000481.jpg,object_00,D10,1,202,508,286
1222,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000481.jpg,object_01,D10,143,11,336,23
1223,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000482.jpg,object_00,D40,196,232,249,310
1224,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000482.jpg,object_01,D40,170,259,185,288
1225,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000483.jpg,object_00,D00,202,1,228,507
1226,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000484.jpg,object_00,D20,1,242,512,408
1227,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000485.jpg,object_00,D00,183,65,274,512
1228,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000485.jpg,object_01,D00,318,24,350,79
1229,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000485.jpg,object_02,D00,279,54,307,85
1230,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000486.jpg,object_00,D00,195,1,236,512
1231,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000487.jpg,object_00,D00,208,104,237,512
1232,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000488.jpg,object_00,D10,240,279,512,312
1233,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000489.jpg,object_00,D00,53,364,95,512
1234,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000489.jpg,object_01,D00,207,1,246,52
1235,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000489.jpg,object_02,D00,245,51,354,509
1236,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000490.jpg,object_00,D10,38,317,512,352
1237,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000490.jpg,object_01,D10,1,30,380,55
1238,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000491.jpg,object_00,D00,340,15,507,429
1239,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000491.jpg,object_01,D10,5,270,337,299
1240,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000492.jpg,object_00,D20,139,225,323,321
1241,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000492.jpg,object_01,D00,222,50,239,216
1242,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000493.jpg,object_00,D00,190,2,225,511
1243,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000494.jpg,object_00,D00,237,23,354,405
1244,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000494.jpg,object_01,D00,185,1,287,512
1245,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000495.jpg,object_00,Repair,1,40,209,462
1246,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000495.jpg,object_01,D40,199,270,219,297
1247,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000495.jpg,object_02,D20,209,235,512,442
1248,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000495.jpg,object_03,D20,209,114,333,185
1249,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000495.jpg,object_04,D00,5,447,32,512
1250,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000496.jpg,object_00,D10,144,181,512,244
1251,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000496.jpg,object_01,D00,185,5,417,135
1252,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000497.jpg,object_00,D00,406,343,475,503
1253,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000497.jpg,object_01,D00,97,51,213,505
1254,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000498.jpg,object_00,D20,1,148,512,505
1255,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000498.jpg,object_01,D20,106,11,307,147
1256,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000499.jpg,object_00,D10,1,197,512,261
1257,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000499.jpg,object_01,D10,351,136,512,191
1258,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000500.jpg,object_00,D10,75,185,512,214
1259,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000500.jpg,object_01,D10,76,31,503,60
1260,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000501.jpg,object_00,D10,121,64,493,105
1261,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000501.jpg,object_01,D00,199,1,231,512
1262,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000502.jpg,object_00,D00,187,166,270,512
1263,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000503.jpg,object_00,D00,230,1,285,512
1264,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000504.jpg,object_00,Repair,138,67,512,511
1265,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000504.jpg,object_01,D20,269,1,512,98
1266,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000504.jpg,object_02,D20,380,97,512,291
1267,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000505.jpg,object_00,D00,215,1,253,512
1268,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000505.jpg,object_01,D10,1,66,219,88
1269,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000506.jpg,object_00,D10,153,123,334,147
1270,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000506.jpg,object_01,D00,341,115,406,287
1271,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000506.jpg,object_02,D00,429,353,470,433
1272,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000506.jpg,object_03,D00,1,1,174,511
1273,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000507.jpg,object_00,D00,444,110,473,243
1274,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000507.jpg,object_01,D00,471,243,511,287
1275,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000507.jpg,object_02,D10,404,243,470,277
1276,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000507.jpg,object_03,D10,1,302,431,333
1277,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000508.jpg,object_00,D20,280,300,454,506
1278,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000508.jpg,object_01,D20,1,318,186,511
1279,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000509.jpg,object_00,D20,1,242,187,348
1280,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000509.jpg,object_01,D20,182,249,425,366
1281,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000509.jpg,object_02,D20,411,296,512,399
1282,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000509.jpg,object_03,D00,240,14,281,130
1283,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000509.jpg,object_04,D00,233,151,283,245
1284,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000510.jpg,object_00,D00,68,1,432,347
1285,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000510.jpg,object_01,D00,254,241,334,511
1286,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000511.jpg,object_00,D10,1,245,512,322
1287,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000512.jpg,object_00,D00,2,357,195,430
1288,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000512.jpg,object_01,D10,198,337,512,384
1289,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000513.jpg,object_00,D10,222,50,377,76
1290,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000513.jpg,object_01,D00,183,1,220,65
1291,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000513.jpg,object_02,D20,1,275,512,511
1292,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000514.jpg,object_00,D00,1,13,218,455
1293,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000514.jpg,object_01,D00,282,41,433,510
1294,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000515.jpg,object_00,D00,165,220,199,512
1295,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000515.jpg,object_01,D00,432,171,508,222
1296,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000516.jpg,object_00,D00,102,78,471,422
1297,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000516.jpg,object_01,D00,287,291,352,506
1298,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000516.jpg,object_02,D00,73,1,103,79
1299,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000517.jpg,object_00,D10,1,249,512,350
1300,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000518.jpg,object_00,D40,175,275,240,509
1301,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000519.jpg,object_00,D00,83,1,191,512
1302,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000520.jpg,object_00,D00,206,1,271,512
1303,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000521.jpg,object_00,D10,1,340,512,440
1304,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000522.jpg,object_00,D00,383,127,397,170
1305,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000522.jpg,object_01,D00,416,33,512,137
1306,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000522.jpg,object_02,D10,183,298,512,362
1307,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000522.jpg,object_03,D00,256,290,265,327
1308,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000522.jpg,object_04,D10,1,380,143,401
1309,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000523.jpg,object_00,D00,204,89,272,511
1310,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000523.jpg,object_01,D00,300,68,319,103
1311,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000523.jpg,object_02,D00,329,37,373,107
1312,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000523.jpg,object_03,D00,429,246,507,371
1313,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000524.jpg,object_00,D40,165,143,192,177
1314,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000524.jpg,object_01,Repair,1,327,337,511
1315,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000525.jpg,object_00,D00,389,159,512,227
1316,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000525.jpg,object_01,D00,485,229,512,387
1317,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000525.jpg,object_02,D00,321,379,509,453
1318,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000525.jpg,object_03,D10,1,282,367,355
1319,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000526.jpg,object_00,D00,131,180,196,499
1320,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000526.jpg,object_01,D00,275,149,308,320
1321,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000526.jpg,object_02,D00,398,215,428,311
1322,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000526.jpg,object_03,D00,247,2,270,51
1323,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000527.jpg,object_00,D00,66,357,121,507
1324,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000527.jpg,object_01,D00,2,109,195,432
1325,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000527.jpg,object_02,D00,256,148,469,508
1326,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000527.jpg,object_03,D00,332,111,507,178
1327,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000528.jpg,object_00,D00,294,181,385,493
1328,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000528.jpg,object_01,D20,63,155,182,251
1329,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000528.jpg,object_02,D20,248,130,307,179
1330,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000529.jpg,object_00,D10,403,322,512,353
1331,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000529.jpg,object_01,D10,1,416,461,506
1332,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000530.jpg,object_00,D10,1,403,268,477
1333,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000530.jpg,object_01,D10,233,309,463,346
1334,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000531.jpg,object_00,D20,1,120,387,336
1335,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000532.jpg,object_00,D20,1,153,512,511
1336,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000533.jpg,object_00,D00,61,327,105,505
1337,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000533.jpg,object_01,D00,219,1,314,360
1338,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000533.jpg,object_02,D00,316,340,338,456
1339,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000533.jpg,object_03,D00,301,412,317,511
1340,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000534.jpg,object_00,D00,182,223,224,507
1341,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000534.jpg,object_01,D00,431,164,511,212
1342,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000535.jpg,object_00,D00,207,1,290,512
1343,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000536.jpg,object_00,D00,416,349,475,497
1344,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000536.jpg,object_01,D00,103,66,217,509
1345,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000537.jpg,object_00,D20,1,251,182,373
1346,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000537.jpg,object_01,D20,409,296,512,417
1347,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000537.jpg,object_02,D20,172,273,412,390
1348,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000537.jpg,object_03,D00,246,6,284,139
1349,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000537.jpg,object_04,D00,230,169,279,270
1350,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000538.jpg,object_00,D20,174,85,456,511
1351,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000539.jpg,object_00,D20,1,200,379,511
1352,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000539.jpg,object_01,D00,379,120,498,237
1353,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000539.jpg,object_02,D00,1,1,282,108
1354,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000540.jpg,object_00,D00,1,20,142,468
1355,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000540.jpg,object_01,D20,199,71,406,258
1356,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000540.jpg,object_02,D20,142,257,416,511
1357,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000541.jpg,object_00,D20,74,233,460,511
1358,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000542.jpg,object_00,Repair,56,62,196,142
