filename,objectID,name,xmin,ymin,xmax,ymax
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000329.jpg,object_01,D20,158,1,512,297
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000329.jpg,object_02,D20,419,298,512,417
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000329.jpg,object_03,Repair,127,181,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000330.jpg,object_00,D00,98,107,145,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000331.jpg,object_00,D00,71,272,125,495
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000331.jpg,object_01,D00,25,102,183,344
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000331.jpg,object_02,D00,237,133,483,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000331.jpg,object_03,D00,299,99,483,170
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000332.jpg,object_00,D10,1,405,85,427
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000332.jpg,object_01,D00,235,200,247,271
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000332.jpg,object_02,D10,393,325,493,369
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000332.jpg,object_03,D00,342,110,410,187
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000332.jpg,object_04,Repair,83,274,393,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000333.jpg,object_00,D00,229,11,248,463
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000334.jpg,object_00,Repair,20,1,132,53
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000334.jpg,object_01,Repair,1,1,61,29
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000334.jpg,object_02,Repair,45,250,351,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000334.jpg,object_03,D10,1,396,80,409
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000334.jpg,object_04,D00,107,143,129,213
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000335.jpg,object_00,D00,165,157,215,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000336.jpg,object_00,D10,1,324,373,367
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000336.jpg,object_01,Repair,31,61,176,140
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000336.jpg,object_02,D10,1,103,47,111
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000336.jpg,object_03,D40,108,131,118,149
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000336.jpg,object_04,D10,110,141,173,158
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000336.jpg,object_05,D00,91,154,110,224
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000336.jpg,object_06,D20,9,222,89,297
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000336.jpg,object_07,D40,35,227,55,261
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000337.jpg,object_00,D00,165,19,502,501
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000337.jpg,object_01,D00,251,190,317,507
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000337.jpg,object_02,D00,242,5,340,89
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000337.jpg,object_03,D40,287,15,323,35
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000338.jpg,object_00,D00,395,132,508,203
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000338.jpg,object_01,D00,205,169,251,324
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000338.jpg,object_02,D00,173,304,211,506
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000338.jpg,object_03,D00,1,354,21,414
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000339.jpg,object_00,D10,246,235,509,295
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000339.jpg,object_01,D00,123,89,255,318
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000339.jpg,object_02,D00,216,295,258,419
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000339.jpg,object_03,D00,136,346,216,429
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000339.jpg,object_04,D10,1,346,135,379
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000339.jpg,object_05,D00,195,435,235,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000340.jpg,object_00,D20,180,1,476,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000341.jpg,object_00,D10,37,175,202,203
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000341.jpg,object_01,D00,204,73,349,456
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000341.jpg,object_02,D20,192,1,276,67
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000342.jpg,object_00,D00,224,1,250,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000343.jpg,object_00,D20,198,106,446,177
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000343.jpg,object_01,D00,1,179,97,431
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000343.jpg,object_02,Repair,1,14,193,185
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000343.jpg,object_03,D20,202,51,278,78
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000343.jpg,object_04,D40,186,119,201,133
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000344.jpg,object_00,D10,1,337,481,371
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000345.jpg,object_00,D20,1,53,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000346.jpg,object_00,D00,71,1,195,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000347.jpg,object_00,D10,197,225,381,265
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000347.jpg,object_01,D10,1,245,195,289
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000348.jpg,object_00,D00,187,86,227,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000349.jpg,object_00,D00,227,88,391,258
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000349.jpg,object_01,D10,393,241,512,263
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000349.jpg,object_02,D00,390,262,409,369
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000349.jpg,object_03,D00,381,383,440,460
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000349.jpg,object_04,D10,442,449,511,464
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000349.jpg,object_05,D00,431,461,441,504
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000349.jpg,object_06,D00,302,305,392,372
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000349.jpg,object_07,D10,1,307,301,351
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000349.jpg,object_08,D00,1,435,51,480
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000350.jpg,object_00,D10,1,274,512,387
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000351.jpg,object_00,D10,1,299,512,354
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000352.jpg,object_00,D10,260,247,460,281
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000352.jpg,object_01,D00,115,14,171,236
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000352.jpg,object_02,D10,1,472,116,491
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000353.jpg,object_00,D20,63,333,334,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000354.jpg,object_00,D00,203,28,234,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000354.jpg,object_01,D10,1,128,211,148
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000355.jpg,object_00,D40,178,297,243,499
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000356.jpg,object_00,D00,1,1,260,103
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000356.jpg,object_01,D20,1,278,259,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000356.jpg,object_02,D00,268,170,418,316
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000357.jpg,object_00,Repair,46,1,137,29
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000357.jpg,object_01,Repair,22,1,68,9
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000357.jpg,object_02,Repair,97,179,346,388
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000357.jpg,object_03,D10,1,254,126,283
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000357.jpg,object_04,D40,221,377,244,426
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000357.jpg,object_05,D10,235,434,341,459
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000357.jpg,object_06,D00,213,446,237,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000357.jpg,object_07,D00,136,113,150,155
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000358.jpg,object_00,D10,1,254,512,362
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000359.jpg,object_00,D00,192,1,228,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000359.jpg,object_01,D10,242,268,512,334
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000360.jpg,object_00,D00,205,1,245,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000361.jpg,object_00,D00,423,17,476,255
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000361.jpg,object_01,D10,16,343,140,360
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000361.jpg,object_02,D00,1,261,47,424
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000362.jpg,object_00,D10,114,342,405,386
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000362.jpg,object_01,D20,30,350,112,417
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000362.jpg,object_02,D00,1,417,36,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000362.jpg,object_03,D00,80,1,148,319
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000362.jpg,object_04,D20,405,352,470,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000363.jpg,object_00,D40,102,315,182,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000364.jpg,object_00,D00,182,101,238,467
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000365.jpg,object_00,D20,1,108,260,332
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000365.jpg,object_01,D00,263,21,512,115
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000366.jpg,object_00,Repair,36,281,343,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000366.jpg,object_01,Repair,1,10,37,38
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000367.jpg,object_00,D10,164,180,363,208
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000367.jpg,object_01,D00,117,1,153,180
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000367.jpg,object_02,D00,90,203,122,373
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000367.jpg,object_03,D00,84,396,109,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000367.jpg,object_04,D00,396,239,511,332
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000368.jpg,object_00,D10,424,271,512,283
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000368.jpg,object_01,D10,265,284,419,306
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000368.jpg,object_02,D10,67,337,277,372
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000368.jpg,object_03,D10,64,79,225,107
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000369.jpg,object_00,D00,125,171,144,242
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000369.jpg,object_01,Repair,93,291,385,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000369.jpg,object_02,D10,1,458,101,472
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000370.jpg,object_00,D00,200,1,253,79
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000370.jpg,object_01,D00,254,80,349,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000371.jpg,object_00,D10,2,351,512,401
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000371.jpg,object_01,D00,34,217,227,298
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000372.jpg,object_00,D00,215,28,245,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000373.jpg,object_00,D20,1,291,512,368
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000373.jpg,object_01,D10,105,47,512,82
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000374.jpg,object_00,D00,287,186,415,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000374.jpg,object_01,D00,56,131,209,507
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000374.jpg,object_02,D00,304,93,511,199
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000375.jpg,object_00,D10,29,90,203,127
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000375.jpg,object_01,D00,202,1,379,415
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000376.jpg,object_00,D00,214,1,342,257
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000376.jpg,object_01,D00,17,73,126,330
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000376.jpg,object_02,D00,51,3,152,127
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000377.jpg,object_00,D10,101,332,198,359
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000377.jpg,object_01,D10,459,289,512,311
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000378.jpg,object_00,D00,13,24,125,271
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000378.jpg,object_01,D00,245,9,342,193
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000379.jpg,object_00,D00,50,1,201,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000380.jpg,object_00,D10,1,261,512,316
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000380.jpg,object_01,D00,73,8,103,89
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000380.jpg,object_02,D10,38,26,192,39
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000381.jpg,object_00,D00,243,9,343,187
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000381.jpg,object_01,D00,9,17,127,277
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000382.jpg,object_00,D00,309,115,395,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000382.jpg,object_01,D10,243,229,508,262
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000382.jpg,object_02,D10,70,203,223,217
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000383.jpg,object_00,D20,1,103,418,359
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000383.jpg,object_01,D20,128,9,307,103
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000384.jpg,object_00,D20,1,209,512,391
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000385.jpg,object_00,D00,196,48,225,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000386.jpg,object_00,D10,1,197,336,224
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000386.jpg,object_01,D00,1,94,97,296
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000387.jpg,object_00,D20,1,133,336,311
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000388.jpg,object_00,D00,29,97,143,467
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000388.jpg,object_01,D10,13,198,393,235
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000389.jpg,object_00,D20,1,174,163,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000389.jpg,object_01,D00,179,1,469,164
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000390.jpg,object_00,D00,166,86,262,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000391.jpg,object_00,D20,135,89,276,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000391.jpg,object_01,D00,221,31,247,87
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000392.jpg,object_00,D20,162,1,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000393.jpg,object_00,D00,9,182,58,286
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000393.jpg,object_01,Repair,112,21,172,59
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000393.jpg,object_02,Repair,150,1,248,91
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000393.jpg,object_03,D00,325,232,346,310
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000393.jpg,object_04,Repair,383,371,511,508
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000394.jpg,object_00,D40,104,103,129,124
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000394.jpg,object_01,Repair,1,177,511,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000395.jpg,object_00,D00,72,24,176,362
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000395.jpg,object_01,D20,213,69,343,153
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000395.jpg,object_02,D20,146,153,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000395.jpg,object_03,Repair,202,377,499,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000396.jpg,object_00,D00,455,193,511,235
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000396.jpg,object_01,D00,122,240,170,507
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000397.jpg,object_00,D00,130,197,149,307
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000397.jpg,object_01,D20,142,116,245,215
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000397.jpg,object_02,D00,430,244,473,347
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000397.jpg,object_03,D00,220,427,249,501
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000397.jpg,object_04,Repair,181,31,240,75
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000397.jpg,object_05,Repair,222,1,316,108
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000398.jpg,object_00,D00,149,71,245,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000399.jpg,object_00,D00,288,105,404,500
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000399.jpg,object_01,D20,141,81,206,133
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000400.jpg,object_00,D00,397,77,512,484
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000401.jpg,object_00,D10,4,217,133,234
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000401.jpg,object_01,D10,139,202,309,247
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000402.jpg,object_00,D40,104,117,130,139
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000402.jpg,object_01,Repair,1,222,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000403.jpg,object_00,D10,1,243,511,317
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000403.jpg,object_01,D00,147,384,268,449
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000404.jpg,object_00,D20,7,316,496,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000405.jpg,object_00,D00,99,14,176,270
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000405.jpg,object_01,D20,138,118,512,468
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000405.jpg,object_02,Repair,157,285,484,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000405.jpg,object_03,D20,467,468,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000405.jpg,object_04,D20,212,38,331,109
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000406.jpg,object_00,Repair,429,82,512,178
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000406.jpg,object_01,D10,311,120,461,133
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000406.jpg,object_02,D00,239,70,311,119
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000406.jpg,object_03,D00,230,27,237,70
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000406.jpg,object_04,D10,356,273,512,299
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000406.jpg,object_05,D00,366,300,391,401
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000406.jpg,object_06,D10,157,324,360,351
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000407.jpg,object_00,D40,230,149,264,186
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000407.jpg,object_01,D40,213,160,222,178
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000408.jpg,object_00,D40,160,162,245,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000409.jpg,object_00,D10,1,360,512,443
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000409.jpg,object_01,D00,390,133,512,312
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000409.jpg,object_02,D10,46,75,475,129
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000410.jpg,object_00,D10,1,237,425,347
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000411.jpg,object_00,D00,83,12,181,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000411.jpg,object_01,D10,1,282,82,307
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000412.jpg,object_00,D00,273,133,291,231
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000412.jpg,object_01,Repair,10,302,227,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000413.jpg,object_00,D00,206,1,270,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000414.jpg,object_00,D00,207,86,251,307
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000414.jpg,object_01,D10,135,169,206,193
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000414.jpg,object_02,D00,200,309,248,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000414.jpg,object_03,D10,1,197,159,222
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000415.jpg,object_00,D10,163,164,512,208
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000415.jpg,object_01,D00,194,3,419,117
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000416.jpg,object_00,D20,1,109,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000417.jpg,object_00,D00,264,3,377,262
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000417.jpg,object_01,D10,379,255,512,288
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000417.jpg,object_02,D00,341,263,390,407
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000417.jpg,object_03,D00,255,294,344,427
